kicks,kicks_prop,marks,marks_prop,handballs,handballs_prop,disposals,disposals_prop,effective_disposals,disposal_efficiency_percentage,goals,goals_prop,behinds,behinds_prop,tackles,tackles_prop,rebounds,inside_fifties,inside_fifties_prop,clearances,clearances_prop,clangers,free_kicks_for,free_kicks_against,contested_possessions,contested_possessions_prop,uncontested_possessions,uncontested_possessions_prop,contested_marks,contested_marks_prop,marks_inside_fifty,marks_inside_fifty_prop,one_percenters,bounces,goal_assists,goal_assists_prop,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers_prop,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,intercept_marks,marks_on_lead,pressure_acts,rating_points,score_launches,shots_at_goal,shots_at_goal_prop,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,match_outcome_Loss,match_outcome_Win,player_position_final_C,player_position_final_F,player_position_final_HB,player_position_final_HF,player_position_final_INT,player_position_final_RK,player_position_final_W,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
8,0.018561484918793503,6,0.03015075376884422,5,0.016339869281045753,13,0.017639077340569877,10,77,0,0,0,0,1,0.01,1,0,0,0,0,3,1,1,4,0.01652892561983471,9,0.019027484143763214,1,0.05,0,0,3,0,0,0,84,54,54,0,0,0,171,0.0078125,4,0,1,2,0,0,7,6,0,3,1,0,8,3.2,0,0,0,2,40,10,8,58,0,0,0,0,9,1,0,0,0,1,0,0,0,0,-0.003986471798270941,Hayden Young,0,16069,19,Fremantle,2021,34,0
18,0.0371900826446281,4,0.01639344262295082,2,0.006920415224913495,20,0.0258732212160414,16,80,1,0.05263157894736842,0,0,0,0,4,3,0.030927835051546393,0,0,2,1,0,2,0.0072992700729927005,17,0.034274193548387094,0,0,0,0,0,0,0,0,78,77,79,0,0,3,438,0.02054794520547945,2,0,1,1,0,0,4,15,0,2,0,0,12,8,0,1,0.024390243902439025,0,24,13,7,55,0,0,0,0,29,1,0,0,0,1,0,0,0,0,0.04861020669341087,John Noble,0,15930,7,Collingwood,2021,15,0
8,0.016293279022403257,6,0.024489795918367346,2,0.0071174377224199285,10,0.012953367875647668,8,80,0,0,0,0,4,0.03418803418803419,3,1,0.00909090909090909,0,0,1,1,0,4,0.015151515151515152,6,0.012345679012345678,1,0.043478260869565216,0,0,12,0,0,0,96,63,72,0,0,1,123,0.006802721088435374,8,0,0,3,0,0,11,7,0,2,3,0,12,7.2,1,0,0,11,9,12,7,54,0,0,0,0,48,1,0,0,0,0,0,0,0,0,-0.0194633100181818,Sam Collins,0,15939,8,Gold Coast,2021,36,0
7,0.016548463356973995,2,0.012269938650306749,2,0.007462686567164179,9,0.013024602026049204,6,67,3,0.10344827586206896,2,0.06666666666666667,0,0,0,3,0.02586206896551724,0,0,1,1,1,4,0.015873015873015872,6,0.014598540145985401,0,0,2,0.07407407407407407,0,0,0,0,74,49,60,0,0,7,244,0.016129032258064516,0,0,0,0,6,3,0,5,1,3,0,2,4,8,0,5,0.07692307692307693,0,33,13,18,121,0,1,0,0,301,0,1,0,0,0,1,0,0,0,-0.01539812982082367,Lance Franklin,0,15886,2,Sydney,2021,26,0
14,0.03263403263403263,5,0.02564102564102564,2,0.007220216606498195,16,0.0226628895184136,11,69,2,0.09090909090909091,1,0.05555555555555555,1,0.008064516129032258,0,3,0.030612244897959183,4,0.057971014492753624,1,0,0,11,0.044534412955465584,7,0.015555555555555555,1,0.0625,1,0.041666666666666664,1,0,1,0.07142857142857142,83,109,138,3,1,11,259,0.007352941176470588,3,0,1,5,0,0,4,9,0,5,1,0,6,21.2,5,3,0.05555555555555555,0,98,20,18,128,1,1,6,1,153,0,1,0,0,0,0,0,1,0,1.9399081468582153,Max Gawn,0,16074,20,Melbourne,2021,3,1
9,0.01948051948051948,4,0.01834862385321101,5,0.018726591760299626,14,0.019204389574759947,10,71,2,0.07142857142857142,0,0,3,0.02459016393442623,0,3,0.033707865168539325,3,0.04,2,4,1,8,0.028469750889679714,6,0.013761467889908258,0,0,2,0.1,4,0,2,0.11764705882352941,74,80,88,2,1,5,236,0.02054794520547945,1,1,0,0,1,1,5,6,1,4,0,2,8,16,2,3,0.06,2,20,4,13,82,0,0,0,0,42,1,0,0,1,0,0,0,0,0,-0.0556347481906414,Oscar Allen,0,15905,4,West Coast,2021,42,0
14,0.03167420814479638,12,0.05741626794258373,3,0.009404388714733543,17,0.022339027595269383,14,82,2,0.07407407407407407,1,0.05263157894736842,0,0,3,0,0,0,0,2,1,1,4,0.014545454545454545,14,0.0288659793814433,1,0.029411764705882353,3,0.0967741935483871,1,0,1,0.05,82,95,82,0,0,7,229,0.020833333333333332,1,0,0,0,1,1,1,12,1,2,0,3,7,10.7,0,4,0.08,0,30,10,16,106,0,0,0,0,45,0,1,0,1,0,0,0,0,0,0.20383286476135254,Jake Waterman,0,15955,9,West Coast,2021,12,0
8,0.01805869074492099,4,0.018957345971563982,3,0.011406844106463879,11,0.015580736543909348,7,64,1,0.045454545454545456,1,0.05,2,0.020618556701030927,0,1,0.009615384615384616,1,0.016666666666666666,4,2,3,6,0.024291497975708502,6,0.013245033112582781,1,0.07142857142857142,1,0.034482758620689655,1,0,0,0,94,50,37,0,1,3,171,0.022900763358778626,2,0,0,0,2,1,12,4,0,2,0,0,17,3.3,0,2,0.0392156862745098,0,10,13,10,73,0,0,0,0,21,1,0,0,0,0,1,0,0,0,-6.866765324957669e-4,Ned McHenry,0,16033,15,Adelaide,2021,28,0
16,0.03764705882352941,5,0.026041666666666668,12,0.0425531914893617,28,0.039603960396039604,22,79,0,0,0,0,1,0.008,3,4,0.042105263157894736,2,0.02702702702702703,4,0,2,3,0.011152416356877323,23,0.051685393258426963,0,0,0,0,0,0,1,0.058823529411764705,86,85,72,0,2,5,310,0.04716981132075472,0,0,1,1,0,0,6,10,1,2,0,0,12,5.2,0,0,0,0,16,11,11,77,0,0,0,0,225,1,0,1,0,0,0,0,0,0,0.014696345664560795,Andrew Gaff,0,15962,10,West Coast,2021,18,0
18,0.045112781954887216,8,0.050955414012738856,7,0.021671826625386997,25,0.03462603878116344,22,88,0,0,0,0,1,0.00819672131147541,3,3,0.03409090909090909,0,0,1,0,0,3,0.010714285714285714,18,0.04081632653061224,1,0.05,0,0,2,2,0,0,86,96,100,0,0,2,556,0.05511811023622047,4,0,0,1,0,0,4,15,0,2,2,0,4,8.6,0,0,0,2,26,8,15,98,0,0,0,0,171,0,1,0,0,1,0,0,0,0,0.04985187202692032,Jake Lloyd,0,16060,18,Sydney,2021,12,0
20,0.05,9,0.05084745762711865,5,0.015772870662460567,25,0.03486750348675035,23,92,0,0,0,0,1,0.008620689655172414,7,2,0.02040816326530612,1,0.013157894736842105,1,3,0,7,0.026923076923076925,15,0.03289473684210526,1,0.08333333333333333,0,0,3,1,0,0,89,104,118,0,1,7,421,0.007692307692307693,10,0,0,0,0,0,14,18,0,4,4,0,14,15,4,0,0,2,38,5,15,95,1,1,7,0,104,0,1,0,0,1,0,0,0,0,1.5088508129119873,Tom Stewart,0,16068,19,Geelong,2021,3,1
10,0.02288329519450801,6,0.0335195530726257,1,0.004347826086956522,11,0.01649175412293853,8,73,1,0.038461538461538464,2,0.14285714285714285,4,0.02962962962962963,0,3,0.029411764705882353,0,0,2,0,2,1,0.0036496350364963502,11,0.028871391076115485,0,0,0,0,0,1,0,0,72,68,63,0,0,4,299,0.04,0,2,0,0,2,0,5,7,1,1,0,0,19,4,0,3,0.0625,0,22,10,15,100,0,0,0,0,18,0,1,0,0,0,1,0,0,0,-0.0514548122882843,Sam Wicks,0,15986,11,Sydney,2021,42,0
19,0.04318181818181818,8,0.0365296803652968,8,0.02973977695167286,27,0.0380818053596615,23,85,0,0,0,0,0,0,2,7,0.06796116504854369,2,0.03076923076923077,2,2,1,6,0.024390243902439025,20,0.042735042735042736,0,0,0,0,2,0,1,0.0625,80,96,104,0,2,9,527,0.028368794326241134,7,0,0,0,0,0,5,15,0,5,1,0,10,15,5,0,0,2,73,10,19,124,0,0,0,0,219,0,1,1,0,0,0,0,0,0,0.22497452795505524,Mitch Robinson,0,15950,9,Brisbane Lions,2021,9,0
7,0.016166281755196306,6,0.030927835051546393,7,0.02356902356902357,14,0.019178082191780823,8,57,2,0.08695652173913043,0,0,2,0.01818181818181818,0,0,0,0,0,5,1,1,6,0.020833333333333332,7,0.016018306636155607,0,0,2,0.09090909090909091,3,0,0,0,67,71,70,0,0,5,195,0.0196078431372549,4,0,0,0,2,0,3,3,2,5,0,1,9,10.5,1,3,0.06521739130434782,2,50,6,8,54,0,0,0,0,19,1,0,0,0,0,1,0,0,0,-0.01019970327615738,Oliver Hanrahan,0,15918,5,Hawthorn,2021,31,0
22,0.05128205128205128,5,0.02857142857142857,14,0.04416403785488959,36,0.04825737265415549,24,67,1,0.05555555555555555,1,0.05263157894736842,5,0.03787878787878788,3,5,0.052083333333333336,11,0.15942028985507245,2,4,0,18,0.06896551724137931,16,0.035398230088495575,1,0.03571428571428571,1,0.047619047619047616,1,0,0,0,84,140,154,3,8,7,553,0.03597122302158273,6,0,0,0,1,1,11,12,0,14,1,0,23,24.3,2,2,0.043478260869565216,0,13,14,10,74,1,1,10,0,175,0,1,1,0,0,0,0,0,0,2.9090089797973633,Ollie Wines,0,16054,18,Port Adelaide,2021,1,3
10,0.023310023310023312,9,0.04225352112676056,5,0.019083969465648856,15,0.02170767004341534,15,100,0,0,0,0,1,0.010526315789473684,5,1,0.009523809523809525,0,0,2,0,1,5,0.019230769230769232,15,0.03409090909090909,1,0.03333333333333333,0,0,8,0,0,0,93,68,94,0,0,0,320,0.03333333333333333,9,0,1,1,0,0,6,10,0,1,4,0,10,10.4,0,0,0,4,8,10,14,94,0,0,0,0,31,0,1,0,0,0,0,0,0,0,-0.00507029565051198,Josh Rotham,0,16064,19,West Coast,2021,31,0
4,0.008988764044943821,0,0,1,0.0031847133757961785,5,0.006587615283267457,3,60,1,0.041666666666666664,1,0.1111111111111111,3,0.026785714285714284,0,0,0,0,0,0,2,0,2,0.007518796992481203,3,0.006263048016701462,0,0,0,0,0,0,0,0,96,35,38,0,0,3,71,0,0,1,0,0,2,1,4,2,0,0,0,0,14,4.8,0,2,0.046511627906976744,0,29,4,10,64,0,1,0,0,316,1,0,0,1,0,0,0,0,0,-0.0023679560981690884,Lance Franklin,0,16083,21,Sydney,2021,29,0
8,0.01839080459770115,5,0.026455026455026454,3,0.009900990099009901,11,0.014905149051490514,8,73,0,0,1,0.06666666666666667,2,0.014285714285714285,1,2,0.018867924528301886,2,0.02857142857142857,3,0,2,5,0.017985611510791366,6,0.013392857142857142,1,0.043478260869565216,1,0.041666666666666664,4,0,0,0,88,73,82,1,1,1,200,0.0136986301369863,2,0,0,0,1,0,8,5,0,3,2,0,14,10.7,0,1,0.02,4,41,9,9,63,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0.0018470403738319874,Kieran Strachan,0,16094,22,Adelaide,2021,30,0
5,0.012345679012345678,2,0.011904761904761904,1,0.003663003663003663,6,0.008849557522123894,3,50,0,0,0,0,1,0.008130081300813009,1,0,0,2,0.02666666666666667,1,0,0,3,0.009900990099009901,4,0.01084010840108401,0,0,0,0,2,0,0,0,74,27,25,0,2,0,131,0.013986013986013986,0,0,0,0,0,0,3,2,0,2,0,0,12,3.8,0,0,0,1,28,12,15,102,0,0,0,0,8,0,1,0,0,1,0,0,0,0,-0.0016945808893069625,Jaxon Prior,0,15956,10,Brisbane Lions,2021,24,0
16,0.035555555555555556,4,0.016,14,0.04713804713804714,30,0.040160642570281124,23,77,0,0,1,0.047619047619047616,1,0.010526315789473684,1,6,0.06976744186046512,5,0.09090909090909091,1,0,0,12,0.05687203791469194,20,0.038461538461538464,0,0,0,0,1,0,3,0.3,73,93,126,1,4,8,544,0.04504504504504504,3,0,0,0,0,0,8,11,0,8,0,0,15,16.1,1,1,0.021739130434782608,0,10,13,8,61,0,0,9,0,82,0,1,0,0,0,1,0,0,0,2.9067373275756836,Brandan Parfitt,0,15980,11,Geelong,2021,1,3
13,0.027253668763102725,6,0.022388059701492536,21,0.061946902654867256,34,0.041666666666666664,27,79,0,0,0,0,4,0.056338028169014086,1,4,0.04597701149425287,9,0.15,6,3,1,14,0.0673076923076923,19,0.03156146179401993,0,0,0,0,3,1,0,0,82,115,119,6,3,6,307,0.06722689075630252,2,0,0,0,0,0,11,7,1,7,0,0,20,13.5,2,1,0.025,1,45,6,14,90,0,0,4,0,162,0,1,1,0,0,0,0,0,0,2.337641716003418,Taylor Adams,0,16073,20,Collingwood,2021,2,2
6,0.013729977116704805,2,0.010416666666666666,4,0.015444015444015444,10,0.014367816091954023,9,90,0,0,0,0,1,0.00980392156862745,1,2,0.019230769230769232,2,0.02564102564102564,0,1,0,4,0.015151515151515152,6,0.014423076923076924,0,0,0,0,0,1,0,0,81,37,49,0,2,2,150,0.02608695652173913,0,0,0,0,0,0,3,5,0,3,0,2,6,8,0,0,0,0,14,9,11,75,0,0,0,0,191,1,0,0,0,0,0,0,0,1,-0.008270594291388988,Jack Newnes,0,16102,23,Carlton,2021,29,0
12,0.02696629213483146,5,0.027932960893854747,9,0.028662420382165606,21,0.02766798418972332,12,57,2,0.08333333333333333,1,0.1111111111111111,1,0.008928571428571428,1,4,0.03773584905660377,0,0,6,0,4,10,0.03759398496240601,12,0.025052192066805846,2,0.125,2,0.08333333333333333,2,0,1,0.07692307692307693,86,74,85,0,0,5,416,0.05844155844155844,5,0,0,0,1,0,18,5,3,8,0,0,27,10.8,1,3,0.06976744186046512,0,29,4,10,64,0,0,0,0,61,1,0,0,0,1,0,0,0,0,0.18808870017528534,Jordan Dawson,0,16083,21,Sydney,2021,10,0
9,0.020454545454545454,5,0.022935779816513763,6,0.0182370820668693,15,0.01950585175552666,13,87,0,0,0,0,3,0.02564102564102564,5,0,0,0,0,6,1,3,6,0.024896265560165973,7,0.01348747591522158,1,0.05,0,0,6,0,0,0,100,58,71,0,0,3,273,0.009433962264150943,10,0,2,4,0,0,11,8,1,4,2,0,12,5.8,3,0,0,6,5,9,10,69,0,0,0,0,188,0,1,0,0,0,0,0,0,0,-0.030796196311712265,Lachie Henderson,0,15901,3,Geelong,2021,44,0
17,0.037444933920704845,5,0.02824858757062147,3,0.01048951048951049,20,0.02702702702702703,17,85,0,0,1,0.05555555555555555,1,0.01,3,3,0.029411764705882353,1,0.013333333333333334,2,0,1,4,0.014035087719298246,15,0.03303964757709251,0,0,0,0,2,0,1,0.058823529411764705,85,74,90,0,1,4,409,0.007042253521126761,5,0,0,0,0,0,3,14,0,3,2,0,5,10.1,2,1,0.020833333333333332,0,16,15,12,87,0,0,0,0,32,0,1,0,0,1,0,0,0,0,0.07725702226161957,Nick Hind,0,15984,11,Essendon,2021,13,0
10,0.02364066193853428,2,0.012269938650306749,4,0.014925373134328358,14,0.020260492040520984,11,79,0,0,0,0,1,0.009523809523809525,2,3,0.02586206896551724,0,0,2,0,2,2,0.007936507936507936,10,0.024330900243309004,0,0,1,0.037037037037037035,1,0,0,0,83,42,49,0,0,2,256,0.03225806451612903,4,0,2,3,0,0,6,9,0,2,1,0,6,3,1,0,0,1,33,22,11,88,0,0,0,0,231,1,0,0,0,0,0,0,0,1,-0.056501805782318115,David Mackay,0,15886,2,Adelaide,2021,36,0
11,0.02522935779816514,4,0.020100502512562814,4,0.013986013986013986,15,0.02077562326869806,10,67,0,0,0,0,6,0.04878048780487805,0,3,0.02702702702702703,0,0,2,0,2,3,0.011152416356877323,12,0.02702702702702703,0,0,0,0,1,0,1,0.07142857142857142,82,71,65,0,0,3,373,0.026845637583892617,4,1,0,0,1,0,12,6,0,3,1,0,17,6.3,1,0,0,1,9,10,9,64,0,0,0,0,59,0,1,0,1,0,0,0,0,0,0.004955174867063761,Daniel Lloyd,0,16036,16,Greater Western Sydney,2021,29,0
6,0.014319809069212411,5,0.037037037037037035,7,0.018229166666666668,13,0.0161892901618929,7,54,0,0,0,0,2,0.013245033112582781,2,1,0.008620689655172414,0,0,1,2,1,6,0.018808777429467086,8,0.017582417582417582,0,0,0,0,7,0,0,0,75,54,68,0,0,1,114,0.011428571428571429,6,0,1,3,0,0,10,4,0,5,1,0,13,4.9,0,0,0,6,34,12,6,48,0,0,0,0,177,1,0,0,0,0,0,0,0,0,-0.005318686831742525,Dylan Grimes,0,15924,6,Richmond,2021,32,0
9,0.0215311004784689,6,0.03428571428571429,5,0.01893939393939394,14,0.020527859237536656,10,71,2,0.1,0,0,1,0.007692307692307693,0,2,0.021505376344086023,1,0.014285714285714285,2,1,0,11,0.03691275167785235,3,0.008264462809917356,4,0.1111111111111111,1,0.05263157894736842,1,0,0,0,100,76,88,0,1,4,250,0.028169014084507043,0,0,0,0,8,3,1,6,5,6,0,0,9,19,1,2,0.0425531914893617,1,31,7,8,55,0,0,0,0,169,1,0,0,1,0,0,0,0,0,0.05287867411971092,Charlie Dixon,0,16043,17,Port Adelaide,2021,17,0
17,0.0378619153674833,8,0.04519774011299435,5,0.017421602787456445,22,0.029891304347826088,18,82,0,0,0,0,2,0.017391304347826087,6,1,0.008620689655172414,0,0,2,1,0,7,0.024475524475524476,14,0.031180400890868598,0,0,0,0,5,0,0,0,100,94,111,0,0,5,460,0.018518518518518517,16,0,2,4,0,0,5,14,0,5,5,0,6,13,3,0,0,4,34,12,15,102,1,1,2,0,95,0,1,0,0,1,0,0,0,0,0.4786173105239868,Jake Lever,0,15900,3,Melbourne,2021,8,0
9,0.020179372197309416,2,0.010309278350515464,2,0.00641025641025641,11,0.014511873350923483,10,91,0,0,0,0,2,0.012987012987012988,3,1,0.009900990099009901,1,0.011111111111111112,0,1,0,3,0.010135135135135136,7,0.015486725663716814,0,0,0,0,6,0,0,0,89,46,55,0,1,1,284,0.02097902097902098,3,0,0,2,0,0,7,8,0,3,0,1,8,8.1,1,0,0,6,12,8,14,92,0,0,0,0,99,0,1,0,0,1,0,0,0,0,-0.006349068600684404,Blake Hardwick,0,16075,20,Hawthorn,2021,33,0
10,0.022935779816513763,4,0.020100502512562814,18,0.06293706293706294,28,0.038781163434903045,19,68,0,0,0,0,7,0.056910569105691054,2,4,0.036036036036036036,4,0.06349206349206349,6,1,1,12,0.04460966542750929,15,0.033783783783783786,0,0,0,0,1,1,0,0,85,104,87,1,3,3,260,0.03355704697986577,3,0,0,0,0,0,11,4,2,10,0,0,22,11.5,2,0,0,0,9,13,7,55,1,1,0,0,114,1,0,1,0,0,0,0,0,0,0.3102167248725891,Clayton Oliver,0,16036,16,Melbourne,2021,9,0
14,0.032407407407407406,9,0.046153846153846156,4,0.013377926421404682,18,0.024623803009575923,9,50,1,0.034482758620689655,1,0.05555555555555555,3,0.02112676056338028,2,4,0.041237113402061855,0,0,2,1,0,6,0.022556390977443608,13,0.028199566160520606,0,0,1,0.058823529411764705,2,0,0,0,90,97,76,0,0,3,366,0.015873015873015872,3,0,0,0,0,0,7,6,0,5,1,1,14,6.4,1,2,0.04081632653061224,2,24,7,13,85,0,0,0,0,142,1,0,0,0,0,0,0,0,1,0.020199693739414215,Will Hoskin-Elliott,0,15927,6,Collingwood,2021,23,0
11,0.025056947608200455,5,0.025380710659898477,8,0.02768166089965398,19,0.0260989010989011,14,74,0,0,0,0,0,0,0,4,0.0425531914893617,0,0,3,0,0,4,0.01646090534979424,16,0.034782608695652174,0,0,0,0,0,0,0,0,86,64,52,0,0,4,210,0.045454545454545456,2,0,0,0,0,0,5,7,0,4,0,0,20,2.5,0,0,0,0,26,10,10,70,0,0,0,0,55,0,1,0,0,0,1,0,0,0,0.014048929326236248,Gryan Miers,0,16046,17,Geelong,2021,23,0
8,0.019704433497536946,2,0.010752688172043012,7,0.02413793103448276,15,0.021551724137931036,9,60,0,0,0,0,2,0.018691588785046728,2,0,0,0,0,0,0,0,5,0.0199203187250996,8,0.017897091722595078,0,0,0,0,2,0,0,0,83,52,71,0,0,3,215,0.018867924528301886,3,0,1,3,0,0,8,6,0,5,1,0,10,3.2,0,0,0,2,14,5,11,71,0,0,0,0,112,1,0,0,0,1,0,0,0,0,-0.002558679785579443,Jimmy Webster,0,16090,22,St Kilda,2021,30,0
12,0.02727272727272727,3,0.016129032258064516,24,0.07164179104477612,36,0.04645161290322581,31,86,1,0.037037037037037035,0,0,6,0.05714285714285714,1,3,0.0297029702970297,6,0.08955223880597014,4,2,2,14,0.04964539007092199,22,0.045174537987679675,0,0,1,0.03571428571428571,5,2,1,0.05555555555555555,79,119,163,3,3,8,182,0.03007518796992481,7,1,0,0,0,0,6,9,0,11,0,0,19,25.6,1,1,0.02,0,54,11,18,119,0,0,10,0,38,0,1,1,0,0,0,0,0,0,2.4505910873413086,Zak Butters,0,15887,2,Port Adelaide,2021,1,3
3,0.006896551724137931,1,0.005319148936170213,1,0.0034602076124567475,4,0.0055248618784530384,2,50,0,0,1,0.05555555555555555,0,0,0,1,0.01098901098901099,0,0,1,0,0,1,0.003424657534246575,2,0.004739336492890996,0,0,1,0.04,0,0,0,0,77,15,11,0,0,1,35,0.008064516129032258,0,0,0,0,2,1,0,1,0,1,0,1,9,-0.1,0,1,0.020833333333333332,0,39,11,9,65,0,0,0,0,8,1,0,0,1,0,0,0,0,0,-0.003553472924977541,Jake Riccardi,0,15920,6,Greater Western Sydney,2021,33,0
14,0.0343980343980344,2,0.010752688172043012,15,0.04477611940298507,29,0.03908355795148248,22,76,1,0.037037037037037035,1,0.07142857142857142,3,0.025423728813559324,4,7,0.07216494845360824,7,0.09722222222222222,2,1,0,12,0.045283018867924525,16,0.03463203463203463,0,0,0,0,5,0,1,0.05,79,98,127,4,3,9,521,0.03597122302158273,1,0,0,0,0,0,7,9,2,7,0,0,19,23,3,2,0.044444444444444446,4,86,14,20,134,0,0,5,0,270,0,1,1,0,0,0,0,0,0,2.092653274536133,Shane Edwards,0,15911,5,Richmond,2021,1,3
19,0.04428904428904429,5,0.023474178403755867,7,0.026717557251908396,26,0.03762662807525326,15,58,1,0.037037037037037035,0,0,1,0.010526315789473684,2,7,0.06666666666666667,5,0.07042253521126761,3,0,2,9,0.03461538461538462,17,0.038636363636363635,0,0,0,0,1,1,3,0.15789473684210525,82,90,114,2,3,10,592,0.06666666666666667,1,0,0,0,0,0,9,11,3,7,0,1,24,11.3,3,1,0.02040816326530612,1,8,10,14,94,0,0,5,0,82,0,1,1,0,0,0,0,0,0,1.61400306224823,Tim Kelly,0,16064,19,West Coast,2021,3,1
10,0.022988505747126436,6,0.031746031746031744,4,0.013201320132013201,14,0.018970189701897018,12,86,0,0,0,0,0,0,6,0,0,0,0,3,0,2,1,0.0035971223021582736,11,0.024553571428571428,0,0,0,0,2,0,0,0,87,50,48,0,0,1,235,0.02054794520547945,2,0,0,0,1,0,10,9,0,1,0,0,12,6.6,0,0,0,2,41,9,9,63,0,0,0,0,37,1,0,0,0,1,0,0,0,0,0.011654864065349102,Chayce Jones,0,16094,22,Adelaide,2021,19,0
0,0,1,0.0070921985815602835,8,0.027491408934707903,8,0.01078167115902965,5,63,0,0,0,0,0,0,0,1,0.009259259259259259,3,0.038461538461538464,3,2,2,8,0.025078369905956112,2,0.005141388174807198,1,0.058823529411764705,0,0,5,0,0,0,76,45,53,1,2,2,14,0,2,0,2,3,6,0,2,0,2,3,0,0,8,7.8,2,0,0,3,57,12,15,102,0,0,0,0,60,0,1,0,0,0,0,0,1,0,-0.002982250414788723,Oscar McInerney,0,15916,5,Brisbane Lions,2021,33,0
10,0.02518891687657431,8,0.050314465408805034,4,0.011904761904761904,14,0.019099590723055934,11,79,3,0.14285714285714285,0,0,3,0.024193548387096774,0,1,0.010638297872340425,0,0,2,2,0,6,0.022813688212927757,8,0.017543859649122806,3,0.15789473684210525,5,0.16129032258064516,3,0,0,0,78,94,100,0,0,6,142,0.01680672268907563,4,2,0,0,4,1,3,7,0,1,2,1,9,13.3,0,4,0.07017543859649122,1,44,20,13,98,0,0,2,0,28,0,1,0,1,0,0,0,0,0,0.49266114830970764,Shane McAdam,0,16105,23,Adelaide,2021,8,0
8,0.018648018648018648,2,0.011627906976744186,1,0.003134796238244514,9,0.012032085561497326,4,44,2,0.06666666666666667,1,0.058823529411764705,1,0.008928571428571428,1,1,0.008928571428571428,0,0,3,0,0,1,0.0035842293906810036,8,0.01762114537444934,0,0,1,0.03225806451612903,0,0,0,0,74,49,41,0,0,3,231,0.023622047244094488,1,1,0,0,1,0,0,3,1,1,0,0,12,2.3,1,4,0.07407407407407407,0,85,9,8,57,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0.04176799952983856,Jack Ginnivan,0,16092,22,Collingwood,2021,17,0
17,0.039627039627039624,5,0.029069767441860465,10,0.03134796238244514,27,0.03609625668449198,19,70,0,0,1,0.058823529411764705,9,0.08035714285714286,2,10,0.08928571428571429,6,0.07142857142857142,3,2,1,11,0.03942652329749104,14,0.030837004405286344,1,0.041666666666666664,1,0.03225806451612903,2,0,3,0.125,86,122,117,4,2,11,536,0.03937007874015748,6,2,0,0,1,0,9,10,1,8,1,0,30,21,5,2,0.037037037037037035,1,85,10,22,142,0,1,5,1,205,0,1,0,0,0,1,0,0,0,1.5388989448547363,Dayne Zorko,0,16092,22,Brisbane Lions,2021,4,0
18,0.041666666666666664,4,0.01818181818181818,17,0.06093189964157706,35,0.04922644163150492,28,80,0,0,0,0,3,0.029411764705882353,0,6,0.06521739130434782,5,0.07575757575757576,2,3,0,9,0.039473684210526314,25,0.05399568034557235,0,0,0,0,2,1,1,0.1111111111111111,85,115,143,2,3,8,508,0.02912621359223301,3,1,0,0,0,0,4,12,0,6,0,0,15,13.6,4,0,0,1,63,18,11,84,1,1,10,0,158,0,1,1,0,0,0,0,0,0,2.7212815284729004,Zach Merrett,0,16044,17,Essendon,2021,1,3
6,0.015,2,0.011299435028248588,6,0.01892744479495268,12,0.016736401673640166,8,67,1,0.043478260869565216,1,0.08333333333333333,3,0.02586206896551724,0,2,0.02040816326530612,1,0.013157894736842105,2,0,1,2,0.007692307692307693,10,0.021929824561403508,0,0,0,0,2,0,0,0,74,52,55,0,1,4,176,0.015384615384615385,0,0,0,0,1,0,1,4,1,2,0,0,14,6.4,0,2,0.047619047619047616,2,38,5,15,95,0,0,0,0,159,0,1,0,1,0,0,0,0,0,4.902174114249647e-4,Gary Rohan,0,16068,19,Geelong,2021,33,0
4,0.009478672985781991,1,0.005405405405405406,10,0.03194888178913738,14,0.01904761904761905,10,71,1,0.04,0,0,3,0.026785714285714284,0,1,0.009433962264150943,4,0.056338028169014086,0,0,0,7,0.025830258302583026,7,0.015350877192982455,0,0,0,0,1,0,0,0,74,53,64,2,2,4,120,0.007575757575757576,1,0,0,0,0,0,5,2,2,5,0,0,19,11,2,1,0.018518518518518517,0,9,14,13,92,0,0,0,0,270,0,1,1,0,0,0,0,0,0,-0.004020598251372576,Josh P. Kennedy,0,15998,12,Sydney,2021,33,0
19,0.041758241758241756,4,0.019230769230769232,7,0.028,26,0.03687943262411347,16,62,0,0,0,0,2,0.0196078431372549,1,2,0.02040816326530612,7,0.09090909090909091,5,2,2,9,0.03515625,15,0.033707865168539325,0,0,0,0,0,1,0,0,88,87,78,1,6,2,467,0.047619047619047616,1,0,1,1,0,0,7,9,0,4,0,0,11,8.1,1,0,0,0,10,12,8,60,0,0,0,0,230,1,0,0,0,0,0,0,0,1,-0.014881793409585953,Andrew Gaff,0,16051,17,West Coast,2021,35,0
