kicks,marks,handballs,disposals,effective_disposals,disposal_efficiency_percentage,goals,behinds,hitouts,tackles,rebounds,inside_fifties,clearances,clangers,free_kicks_for,free_kicks_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside_fifty,one_percenters,bounces,goal_assists,time_on_ground_percentage,afl_fantasy_score,supercoach_score,centre_clearances,stoppage_clearances,score_involvements,metres_gained,turnovers,intercepts,tackles_inside_fifty,contest_def_losses,contest_def_one_on_ones,contest_off_one_on_ones,contest_off_wins,def_half_pressure_acts,effective_kicks,f50_ground_ball_gets,ground_ball_gets,hitouts_to_advantage,hitout_win_percentage,intercept_marks,marks_on_lead,pressure_acts,rating_points,ruck_contests,score_launches,shots_at_goal,spoils,match_margin,team_behinds,team_goals,team_score,aa_team,aa_squad,coaches_votes,captain,num_games,rolling_avg_games_polled,kicks_prop,marks_prop,handballs_prop,disposals_prop,goals_prop,behinds_prop,tackles_prop,inside_fifties_prop,clearances_prop,contested_possessions_prop,uncontested_possessions_prop,contested_marks_prop,marks_inside_fifty_prop,goal_assists_prop,turnovers_prop,shots_at_goal_prop,match_outcome_Loss,match_outcome_Win,player_position_BPR,player_position_C,player_position_CHB,player_position_CHF,player_position_FB,player_position_FF,player_position_FPL,player_position_FPR,player_position_HBFL,player_position_HBFR,player_position_HFFL,player_position_HFFR,player_position_INT,player_position_R,player_position_RK,player_position_RR,player_position_SUB,player_position_WL,player_position_WR,pred,player_name,brownlow_votes,match_id,match_round,player_team,season,pred_rank,predicted_votes
4,2,6,10,8,80,0,0,0,0,4,0,0,1,0,0,8,3,1,0,5,0,0,75,30,71,0,0,2,144,1,8,0,0,1,0,0,3,3,0,6,0,0,1,0,4,11.6,0,0,0,3,4,10,8,58,0,0,0,0,16,0,0.012012012012012012,0.018518518518518517,0.023076923076923078,0.016863406408094434,0,0,0,0,0,0.03162055335968379,0.009146341463414634,0.058823529411764705,0,0,0.008130081300813009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.590567598119378e-4,Jack Scrimshaw,0,15709,4,Hawthorn,2020,25,0
13,1,11,24,14,58,0,1,0,9,0,4,3,2,1,1,11,11,0,0,4,0,0,77,99,133,1,2,4,254,3,1,0,0,0,0,0,10,7,2,9,0,0,0,0,24,9.8,0,1,1,3,4,10,8,58,0,0,0,0,37,0.16129032258064516,0.03903903903903904,0.009259259259259259,0.04230769230769231,0.04047217537942664,0,0.07142857142857142,0.07758620689655173,0.05194805194805195,0.043478260869565216,0.043478260869565216,0.03353658536585366,0,0,0,0.024390243902439025,0.02857142857142857,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38874977827072144,James Worpel,0,15709,4,Hawthorn,2020,4,0
2,0,2,4,2,50,1,1,0,1,0,0,0,1,2,1,3,2,0,0,1,0,0,74,20,35,0,0,2,54,1,0,1,0,0,3,1,3,1,0,0,0,0,0,0,17,3.1,7,0,2,0,4,10,8,58,0,0,0,0,15,0,0.006006006006006006,0,0.007692307692307693,0.006745362563237774,0.0625,0.07142857142857142,0.008620689655172414,0,0,0.011857707509881422,0.006097560975609756,0,0,0,0.008130081300813009,0.05714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5.312050925567746e-4,Mitch Lewis,0,15709,4,Hawthorn,2020,29,0
6,4,6,12,9,75,0,1,0,0,1,1,0,2,0,1,9,4,2,0,1,2,0,65,40,75,0,0,3,128,2,4,0,0,0,0,0,2,4,3,7,0,0,1,0,7,10.9,0,0,1,1,4,6,8,54,0,0,0,0,21,0.05555555555555555,0.018018018018018018,0.037037037037037035,0.023076923076923078,0.02023608768971332,0,0.07142857142857142,0,0.012987012987012988,0,0.03557312252964427,0.012195121951219513,0.11764705882352941,0,0,0.016260162601626018,0.02857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0018719325307756662,Paul Ahern,0,15709,4,North Melbourne,2020,34,0
6,4,3,9,6,67,1,0,0,5,0,2,0,1,0,0,4,6,1,0,1,0,0,70,62,73,0,0,1,173,2,0,2,0,0,1,0,6,3,0,2,0,0,0,0,14,8,0,0,1,1,4,6,8,54,0,0,0,0,24,0,0.018018018018018018,0.037037037037037035,0.011538461538461539,0.01517706576728499,0.0625,0,0.04310344827586207,0.025974025974025976,0,0.015810276679841896,0.018292682926829267,0.058823529411764705,0,0,0.016260162601626018,0.02857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0028240522369742393,Tarryn Thomas,0,15709,4,North Melbourne,2020,40,0
8,7,3,11,6,55,1,1,0,0,0,2,1,1,0,0,3,8,2,3,0,0,1,87,58,57,0,1,4,248,1,0,0,0,0,1,0,3,3,0,0,0,0,0,1,12,3.8,0,0,3,0,4,6,8,54,0,0,0,0,6,0,0.024024024024024024,0.06481481481481481,0.011538461538461539,0.01854974704890388,0.0625,0.07142857142857142,0,0.025974025974025976,0.014492753623188406,0.011857707509881422,0.024390243902439025,0.11764705882352941,0.21428571428571427,0.125,0.008130081300813009,0.08571428571428572,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2056012749671936,Curtis Taylor,0,15709,4,North Melbourne,2020,6,0
5,0,2,7,3,43,0,0,0,0,0,3,0,2,0,0,1,6,0,0,0,1,0,69,19,14,0,0,1,117,4,1,0,0,0,1,0,1,1,0,1,0,0,0,0,15,2.6,0,0,0,0,4,10,8,58,0,0,0,0,13,0,0.015015015015015015,0,0.007692307692307693,0.011804384485666104,0,0,0,0.03896103896103896,0,0.003952569169960474,0.018292682926829267,0,0,0,0.032520325203252036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0012842541327700019,Oliver Hanrahan,0,15709,4,Hawthorn,2020,23,0
6,3,9,15,13,87,0,0,0,0,2,0,1,2,0,0,7,10,0,0,1,0,0,73,45,75,0,1,2,123,3,5,0,1,2,0,0,8,4,0,7,0,0,0,0,9,7.9,0,0,0,1,4,6,8,54,0,0,0,0,4,0,0.018018018018018018,0.027777777777777776,0.03461538461538462,0.025295109612141653,0,0,0,0,0.014492753623188406,0.02766798418972332,0.03048780487804878,0,0,0,0.024390243902439025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-9.418994886800647e-5,Kyron Hayden,0,15709,4,North Melbourne,2020,27,0
1,0,7,8,4,50,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,0,1,59,21,50,0,0,2,10,2,1,0,0,0,0,0,2,1,4,5,0,0,0,0,7,7.3,0,0,0,0,4,6,8,54,0,0,0,0,1,0,0.003003003003003003,0,0.026923076923076925,0.013490725126475547,0,0,0.008620689655172414,0,0,0.019762845849802372,0.009146341463414634,0,0,0.125,0.016260162601626018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-6.418124539777637e-4,Jack Mahony,0,15709,4,North Melbourne,2020,30,0
2,0,3,5,5,100,1,0,3,3,0,1,1,1,2,1,3,2,0,0,1,0,0,81,32,54,1,0,1,50,0,1,0,0,0,1,0,2,2,0,1,2,50,0,0,7,7.5,6,0,1,0,4,6,8,54,0,0,0,0,1,0,0.006006006006006006,0,0.011538461538461539,0.008431703204047217,0.0625,0,0.02586206896551724,0.012987012987012988,0.014492753623188406,0.011857707509881422,0.006097560975609756,0,0,0,0,0.02857142857142857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026404117234051228,Tristan Xerri,0,15709,4,North Melbourne,2020,38,0
11,3,8,19,18,95,0,0,0,0,6,0,0,1,2,0,6,8,0,0,0,0,0,84,60,82,0,0,0,252,3,5,0,0,1,0,0,5,10,0,4,0,0,0,0,9,6.7,0,0,0,0,18,7,8,55,0,0,0,0,330,0.10062893081761007,0.03081232492997199,0.017241379310344827,0.04040404040404041,0.03423423423423423,0,0,0,0,0,0.029850746268656716,0.0226628895184136,0,0,0,0.028846153846153848,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015195222571492195,Kade Simpson,0,15719,5,Carlton,2020,12,0
5,0,2,7,4,57,1,0,0,2,0,1,0,1,0,0,3,4,0,0,0,0,0,81,33,48,0,0,2,102,3,0,2,0,0,0,0,3,2,2,3,0,0,0,0,11,6.5,0,0,2,0,18,7,8,55,0,0,0,0,320,0.08278145695364239,0.014005602240896359,0,0.010101010101010102,0.012612612612612612,0.05263157894736842,0,0.0273972602739726,0.0136986301369863,0,0.014925373134328358,0.0113314447592068,0,0,0,0.028846153846153848,0.047619047619047616,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0024140910245478153,Eddie Betts,0,15719,5,Carlton,2020,38,0
6,4,8,14,13,93,0,0,0,3,1,0,0,3,0,0,0,12,0,0,0,0,0,78,58,50,0,0,2,168,0,0,1,0,0,0,0,5,5,0,0,0,0,0,1,13,3.1,0,0,0,0,18,7,8,55,0,0,0,0,273,0.2222222222222222,0.01680672268907563,0.022988505747126436,0.04040404040404041,0.025225225225225224,0,0,0.0410958904109589,0,0,0,0.0339943342776204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0036603740882128477,Marc Murphy,0,15719,5,Carlton,2020,40,0
4,3,2,6,4,67,2,0,0,2,0,1,0,5,0,3,5,2,2,3,2,0,1,74,36,71,0,0,6,121,4,0,1,0,0,2,1,2,2,1,2,0,0,0,1,13,6.2,0,0,4,1,18,7,11,73,0,0,0,1,191,0.010752688172043012,0.011204481792717087,0.017241379310344827,0.010101010101010102,0.010810810810810811,0.10526315789473684,0,0.0273972602739726,0.0136986301369863,0,0.024875621890547265,0.0056657223796034,0.07407407407407407,0.10714285714285714,0.08333333333333333,0.038461538461538464,0.09523809523809523,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.010039280168712139,Jarryn Geary,0,15719,5,St Kilda,2020,15,0
7,2,6,13,8,62,0,0,0,1,0,3,2,2,1,0,4,9,0,0,0,0,0,36,44,49,1,1,2,186,4,0,0,0,0,0,0,3,3,0,3,0,0,0,0,7,2.2,0,0,0,0,18,7,11,73,0,0,0,0,218,0.2578947368421053,0.0196078431372549,0.011494252873563218,0.030303030303030304,0.023423423423423424,0,0,0.0136986301369863,0.0410958904109589,0.041666666666666664,0.01990049751243781,0.025495750708215296,0,0,0,0.038461538461538464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.00595149165019393,Dan Hannebery,0,15719,5,St Kilda,2020,41,0
13,11,0,13,9,69,0,0,0,2,3,1,0,5,1,3,6,6,5,0,7,0,0,94,72,92,0,0,3,194,5,9,0,0,3,0,0,2,9,0,0,0,0,7,0,4,5,0,2,0,6,18,7,8,55,0,0,2,0,130,0.024193548387096774,0.036414565826330535,0.06321839080459771,0,0.023423423423423424,0,0,0.0273972602739726,0.0136986301369863,0,0.029850746268656716,0.0169971671388102,0.18518518518518517,0,0,0.04807692307692308,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07915379852056503,Liam Jones,0,15719,5,Carlton,2020,43,0
5,4,4,9,7,78,0,0,0,1,2,0,0,0,0,0,3,4,0,0,3,0,0,97,39,52,0,0,3,104,1,4,0,0,2,0,0,2,4,0,3,0,0,0,0,2,2.4,1,3,0,3,18,7,11,73,0,0,0,0,138,0.05263157894736842,0.014005602240896359,0.022988505747126436,0.020202020202020204,0.016216216216216217,0,0,0.0136986301369863,0,0,0.014925373134328358,0.0113314447592068,0,0,0,0.009615384615384616,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03957979567349e-4,Jake Carlisle,0,15719,5,St Kilda,2020,25,0
11,1,5,16,11,69,0,0,0,3,1,3,6,4,1,2,8,8,0,0,2,0,1,75,53,74,1,5,1,224,7,2,0,1,1,0,0,6,6,0,5,0,0,0,0,10,7.8,0,0,0,0,18,7,8,55,0,0,0,0,170,0.049079754601226995,0.03081232492997199,0.005747126436781609,0.025252525252525252,0.02882882882882883,0,0,0.0410958904109589,0.0410958904109589,0.125,0.03980099502487562,0.0226628895184136,0,0,0.08333333333333333,0.0673076923076923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.016430161893367767,Ed Curnow,0,15719,5,Carlton,2020,9,0
9,2,5,14,9,64,1,0,0,0,2,1,1,3,0,1,2,12,0,1,1,0,0,88,46,46,0,1,3,345,2,1,0,0,0,0,0,8,5,0,1,0,0,0,0,10,7.4,0,1,1,0,18,7,8,55,0,0,0,0,160,0.01935483870967742,0.025210084033613446,0.011494252873563218,0.025252525252525252,0.025225225225225224,0.05263157894736842,0,0,0.0136986301369863,0.020833333333333332,0.009950248756218905,0.0339943342776204,0,0.03571428571428571,0,0.019230769230769232,0.023809523809523808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.475444676354527e-5,Jack Newnes,0,15719,5,Carlton,2020,27,0
6,3,2,8,6,75,0,0,0,0,2,2,1,1,0,0,3,5,0,0,0,0,0,81,31,38,0,1,2,155,1,3,0,0,0,0,0,3,4,0,3,0,0,1,0,12,5.7,0,1,0,0,18,7,11,73,0,0,0,0,154,0.08029197080291971,0.01680672268907563,0.017241379310344827,0.010101010101010102,0.014414414414414415,0,0,0,0.0273972602739726,0.020833333333333332,0.014925373134328358,0.014164305949008499,0,0,0,0.009615384615384616,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0018318765796720982,Bradley Hill,0,15719,5,St Kilda,2020,21,0
4,3,2,6,3,50,0,0,4,2,0,0,1,4,0,1,2,4,0,1,3,0,1,88,34,39,0,1,3,84,3,1,1,0,0,3,0,3,1,1,1,2,26.7,0,1,12,-1.6,15,2,2,3,18,7,8,55,0,0,0,0,129,0,0.011204481792717087,0.017241379310344827,0.010101010101010102,0.010810810810810811,0,0,0.0273972602739726,0,0.020833333333333332,0.009950248756218905,0.0113314447592068,0,0.03571428571428571,0.08333333333333333,0.028846153846153848,0.047619047619047616,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001769730937667191,Levi Casboult,0,15719,5,Carlton,2020,36,0
12,3,9,21,16,76,0,0,0,3,1,2,1,2,1,1,8,12,0,0,0,1,0,86,73,107,0,1,3,221,3,2,0,0,0,0,0,11,9,0,6,0,0,0,0,13,7.7,0,0,0,0,18,7,11,73,0,0,0,0,129,0.1693548387096774,0.03361344537815126,0.017241379310344827,0.045454545454545456,0.03783783783783784,0,0,0.0410958904109589,0.0273972602739726,0.020833333333333332,0.03980099502487562,0.0339943342776204,0,0,0,0.028846153846153848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.13656339049339294,Sebastian Ross,0,15719,5,St Kilda,2020,4,0
10,4,4,14,14,100,0,0,0,1,4,0,0,1,0,1,3,10,0,0,3,0,0,82,51,96,0,0,3,185,2,5,0,0,1,0,0,3,10,0,3,0,0,1,0,4,8.9,0,0,0,3,18,7,8,55,0,0,0,0,99,0,0.028011204481792718,0.022988505747126436,0.020202020202020204,0.025225225225225224,0,0,0.0136986301369863,0,0,0.014925373134328358,0.028328611898016998,0,0,0,0.019230769230769232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009711181744933128,Lachie Plowman,0,15719,5,Carlton,2020,16,0
13,8,7,20,16,80,0,1,0,0,4,2,1,2,2,0,4,16,0,0,2,0,0,87,80,89,0,1,6,378,3,2,0,1,2,0,0,5,9,1,2,0,0,0,1,9,5.8,0,1,1,2,18,7,8,55,0,0,0,1,97,0.043478260869565216,0.036414565826330535,0.04597701149425287,0.03535353535353535,0.036036036036036036,0,0.08333333333333333,0,0.0273972602739726,0.020833333333333332,0.01990049751243781,0.0453257790368272,0,0,0,0.028846153846153848,0.023809523809523808,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0071755098178982735,Sam Docherty,0,15719,5,Carlton,2020,42,0
10,8,1,11,9,82,1,1,0,2,0,1,0,2,0,0,4,9,1,4,1,0,0,86,71,103,0,0,8,233,3,2,2,0,0,0,0,3,8,1,2,0,0,1,1,13,10.4,0,1,2,0,18,7,11,73,0,0,0,0,79,0.013157894736842105,0.028011204481792718,0.04597701149425287,0.005050505050505051,0.01981981981981982,0.05263157894736842,0.08333333333333333,0.0273972602739726,0.0136986301369863,0,0.01990049751243781,0.025495750708215296,0.037037037037037035,0.14285714285714285,0,0.028846153846153848,0.047619047619047616,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.030011992901563644,Dean Kent,0,15719,5,St Kilda,2020,8,0
8,9,11,19,17,90,1,2,0,3,2,2,1,1,0,1,8,12,1,3,0,0,0,83,90,121,1,0,8,304,1,4,1,0,0,1,0,9,6,1,6,0,0,0,1,12,11.8,0,1,3,0,18,7,8,55,0,0,2,0,102,0.030927835051546393,0.022408963585434174,0.05172413793103448,0.05555555555555555,0.03423423423423423,0.05263157894736842,0.16666666666666666,0.0410958904109589,0.0273972602739726,0.020833333333333332,0.03980099502487562,0.0339943342776204,0.037037037037037035,0.10714285714285714,0,0.009615384615384616,0.07142857142857142,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1145564392209053,Jack Martin,0,15719,5,Carlton,2020,5,0
12,6,11,23,16,70,1,0,0,1,3,3,4,1,0,0,5,17,0,1,3,0,1,85,86,116,2,2,6,376,5,0,0,0,1,1,1,4,9,0,4,0,0,0,0,13,11,0,1,1,2,18,7,11,73,0,0,4,0,112,0.12149532710280374,0.03361344537815126,0.034482758620689655,0.05555555555555555,0.04144144144144144,0.05263157894736842,0,0.0136986301369863,0.0410958904109589,0.08333333333333333,0.024875621890547265,0.04815864022662889,0,0.03571428571428571,0.08333333333333333,0.04807692307692308,0.023809523809523808,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.14938433468341827,Jack Billings,0,15719,5,St Kilda,2020,44,0
13,4,9,22,17,77,1,1,0,2,0,5,4,4,6,3,13,10,2,1,1,1,1,88,81,116,2,2,8,405,3,0,0,0,0,1,1,2,9,0,5,0,0,0,0,13,17.9,0,0,2,0,18,7,8,55,0,0,0,1,106,0.3465346534653465,0.036414565826330535,0.022988505747126436,0.045454545454545456,0.03963963963963964,0.05263157894736842,0.08333333333333333,0.0273972602739726,0.0684931506849315,0.08333333333333333,0.06467661691542288,0.028328611898016998,0.07407407407407407,0.03571428571428571,0.08333333333333333,0.028846153846153848,0.047619047619047616,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708960235118866,Patrick Cripps,0,15719,5,Carlton,2020,3,1
7,4,3,10,6,60,1,1,0,1,0,3,0,2,1,1,4,5,1,1,0,0,1,92,48,61,0,0,4,145,4,1,1,0,0,3,0,3,4,1,2,0,0,0,0,8,3.5,0,0,2,0,18,7,11,73,0,0,0,0,97,0.08695652173913043,0.0196078431372549,0.022988505747126436,0.015151515151515152,0.018018018018018018,0.05263157894736842,0.08333333333333333,0.0136986301369863,0.0410958904109589,0,0.01990049751243781,0.014164305949008499,0.037037037037037035,0.03571428571428571,0.08333333333333333,0.038461538461538464,0.047619047619047616,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011383137898519635,Tim Membrey,0,15719,5,St Kilda,2020,23,0
10,5,2,12,6,50,0,0,0,1,0,5,0,3,1,1,1,11,0,1,1,0,0,88,51,38,0,0,3,245,3,0,1,0,0,1,0,0,4,0,0,0,0,0,0,10,1.3,0,0,2,1,18,7,11,73,0,0,0,0,68,0.031746031746031744,0.028011204481792718,0.028735632183908046,0.010101010101010102,0.021621621621621623,0,0,0.0136986301369863,0.0684931506849315,0,0.004975124378109453,0.031161473087818695,0,0.03571428571428571,0,0.028846153846153848,0.047619047619047616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.015963459387421608,Jack Lonie,0,15719,5,St Kilda,2020,11,0
11,6,12,23,18,78,0,0,0,9,0,0,4,3,5,2,8,18,0,0,2,0,0,88,110,136,4,0,5,136,3,2,2,0,1,0,0,12,7,0,3,0,0,0,0,28,6.2,0,1,0,1,18,7,11,73,1,1,10,0,83,0.038461538461538464,0.03081232492997199,0.034482758620689655,0.06060606060606061,0.04144144144144144,0,0,0.1232876712328767,0,0.08333333333333333,0.03980099502487562,0.05099150141643059,0,0,0,0.028846153846153848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.727205514907837,Jack Steele,3,15719,5,St Kilda,2020,1,3
5,2,5,10,7,70,0,1,0,2,0,2,1,0,1,0,1,8,0,1,1,0,1,82,41,70,1,0,4,154,1,0,1,0,0,1,0,1,2,0,0,0,0,0,2,10,3.7,3,0,1,1,18,7,11,73,0,0,0,0,23,0,0.014005602240896359,0.011494252873563218,0.025252525252525252,0.018018018018018018,0,0.08333333333333333,0.0273972602739726,0.0273972602739726,0.020833333333333332,0.004975124378109453,0.0226628895184136,0,0.03571428571428571,0.08333333333333333,0.009615384615384616,0.023809523809523808,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0012083813780918717,Jonathon Marsh,0,15719,5,St Kilda,2020,22,0
8,4,2,10,6,60,0,0,0,0,2,2,1,4,0,1,6,3,2,0,3,0,0,95,37,46,0,1,4,183,3,6,0,0,1,0,0,4,4,0,4,0,0,2,0,4,4.3,0,2,0,3,18,7,8,55,0,1,0,0,81,0.013157894736842105,0.022408963585434174,0.022988505747126436,0.010101010101010102,0.018018018018018018,0,0,0,0.0273972602739726,0.020833333333333332,0.029850746268656716,0.0084985835694051,0.07407407407407407,0,0,0.028846153846153848,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031765769235789776,Jacob Weitering,0,15719,5,Carlton,2020,19,0
5,2,1,6,4,67,0,0,0,2,0,1,1,2,1,1,3,4,0,0,1,0,1,77,29,33,0,1,3,28,2,2,1,0,0,0,0,4,3,0,1,0,0,0,0,11,3.3,0,1,0,0,18,7,8,55,0,0,0,0,69,0.01639344262295082,0.014005602240896359,0.011494252873563218,0.005050505050505051,0.010810810810810811,0,0,0.0273972602739726,0.0136986301369863,0.020833333333333332,0.014925373134328358,0.0113314447592068,0,0,0.08333333333333333,0.019230769230769232,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6.418124539777637e-4,Mitch McGovern,0,15719,5,Carlton,2020,30,0
7,3,6,13,10,77,1,0,0,3,0,3,4,1,0,1,9,3,1,0,2,1,0,77,57,91,3,1,3,144,1,1,0,0,0,1,1,10,6,0,8,0,0,0,0,14,13.4,0,1,1,0,18,7,11,73,0,0,0,0,86,0.037037037037037035,0.0196078431372549,0.017241379310344827,0.030303030303030304,0.023423423423423424,0.05263157894736842,0,0.0410958904109589,0.0410958904109589,0.08333333333333333,0.04477611940298507,0.0084985835694051,0.037037037037037035,0,0,0.009615384615384616,0.023809523809523808,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.011926840990781784,Jade Gresham,0,15719,5,St Kilda,2020,14,0
3,3,2,5,3,60,0,1,22,5,0,0,2,3,0,3,4,1,2,1,2,0,0,77,56,83,2,0,2,0,1,1,2,0,0,0,0,7,1,0,2,7,45.8,1,0,11,5.5,48,1,1,2,18,7,8,55,0,0,0,0,11,0,0.008403361344537815,0.017241379310344827,0.010101010101010102,0.009009009009009009,0,0.08333333333333333,0.0684931506849315,0,0.041666666666666664,0.01990049751243781,0.0028328611898017,0.07407407407407407,0.03571428571428571,0,0.009615384615384616,0.023809523809523808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0015506198396906257,Marc Pittonet,0,15719,5,Carlton,2020,34,0
5,1,2,7,6,86,0,0,0,0,2,0,0,1,1,1,3,4,0,0,8,0,0,93,20,49,0,0,0,102,0,3,0,0,0,0,0,3,4,0,1,0,0,0,0,3,4.9,0,0,0,7,18,7,11,73,0,0,0,0,50,0,0.014005602240896359,0.005747126436781609,0.010101010101010102,0.012612612612612612,0,0,0,0,0,0.014925373134328358,0.0113314447592068,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03957979567349e-4,Dougal Howard,0,15719,5,St Kilda,2020,26,0
6,4,6,12,8,67,0,0,0,4,0,3,1,1,0,0,4,8,0,1,0,0,0,73,58,59,0,1,3,188,2,0,1,0,0,0,0,5,3,0,2,0,0,0,1,17,3.6,0,0,1,0,18,7,8,55,0,0,0,0,30,0,0.01680672268907563,0.022988505747126436,0.030303030303030304,0.021621621621621623,0,0,0.0547945205479452,0.0410958904109589,0.020833333333333332,0.01990049751243781,0.0226628895184136,0,0.03571428571428571,0,0.019230769230769232,0.023809523809523808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0027464935556054115,David Cuningham,0,15719,5,Carlton,2020,39,0
7,5,3,10,6,60,0,0,0,1,1,1,1,2,0,0,4,6,0,0,1,0,0,85,46,51,0,1,2,109,2,3,0,0,0,0,0,4,4,0,4,0,0,1,0,7,4.2,0,1,0,1,18,7,8,55,0,0,0,0,69,0.046875,0.0196078431372549,0.028735632183908046,0.015151515151515152,0.018018018018018018,0,0,0.0136986301369863,0.0136986301369863,0.020833333333333332,0.01990049751243781,0.0169971671388102,0,0,0,0.019230769230769232,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6.418124539777637e-4,Sam Petrevski-Seton,0,15719,5,Carlton,2020,31,0
8,3,5,13,11,85,2,1,0,2,0,1,0,2,1,2,3,9,0,2,0,4,1,87,59,95,0,0,6,239,1,1,1,0,0,0,0,0,7,0,2,0,0,0,0,11,7.5,0,0,3,0,18,7,11,73,0,1,0,0,50,0,0.022408963585434174,0.017241379310344827,0.025252525252525252,0.023423423423423424,0.10526315789473684,0.08333333333333333,0.0273972602739726,0.0136986301369863,0,0.014925373134328358,0.025495750708215296,0,0.07142857142857142,0.08333333333333333,0.009615384615384616,0.07142857142857142,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01634806953370571,Dan Butler,1,15719,5,St Kilda,2020,10,0
4,5,6,10,8,80,0,0,0,1,2,0,0,2,3,0,4,10,0,0,1,0,0,78,46,57,0,0,1,147,2,1,0,0,0,0,0,4,3,0,1,0,0,0,0,6,1.6,0,0,0,1,18,7,8,55,0,0,0,0,20,0,0.011204481792717087,0.028735632183908046,0.030303030303030304,0.018018018018018018,0,0,0.0136986301369863,0,0,0.01990049751243781,0.028328611898016998,0,0,0,0.019230769230769232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.844723443966359e-4,Tom Williamson,0,15719,5,Carlton,2020,29,0
7,3,5,12,10,83,0,0,0,0,0,0,1,2,0,1,7,9,2,0,5,0,0,80,37,80,0,1,2,64,3,6,0,0,0,0,0,7,5,0,2,0,0,3,0,11,9.4,0,1,0,2,18,7,11,73,0,0,0,0,35,0,0.0196078431372549,0.017241379310344827,0.025252525252525252,0.021621621621621623,0,0,0,0,0.020833333333333332,0.03482587064676617,0.025495750708215296,0.07407407407407407,0,0,0.028846153846153848,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.004157825838774443,Ben Long,0,15719,5,St Kilda,2020,18,0
